time[sec],Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],ATotal[mG],Ts[deg.C],Ts[deg.F],GPIO[hex]
0.549,-0.6375,-157.2875,-2.5125,-141.375,-1023.125,-205.75,1053.1404,31.977,89.5586,600
0.55,-0.8125,-157.4125,-2.2875,-100.125,-1008.75,-127.5,1021.6936,31.977,89.5586,600
0.551,-1.7125,-157.475,-2.1125,-67.125,-1018.375,-147.75,1031.2243,31.977,89.5586,600
0.552,-1.5,-157.3375,-2.075,-3.125,-1028.25,-207.5,1048.9824,31.977,89.5586,600
0.553,-0.2875,-157.1875,-1.8875,-7.125,-1017.625,-194.25,1036.0234,31.977,89.5586,600
0.554,0.45,-156.8375,-1.875,6.125,-983.375,-90.5,987.5496,31.977,89.5586,600
0.555,-0.5375,-156.5875,-1.7,-22.875,-952.125,-21.875,952.6509,31.977,89.5586,600
0.556,-1.975,-156.325,-1.7375,-60.5,-977.875,-70,982.2422,31.977,89.5586,600
0.557,-1.975,-156.225,-1.9,-96.25,-995.625,-161.375,1013.2004,31.977,89.5586,600
0.558,-1.05,-156.0125,-2.125,-125.625,-994,-172.875,1016.7121,31.977,89.5586,600
0.559,-0.825,-155.8375,-2.2375,-156.75,-976.875,-116.625,996.2212,31.977,89.5586,600
0.56,-1.8625,-155.85,-2.3625,-212,-960.75,-105.125,989.4624,31.9727,89.5509,600
0.561,-2.8875,-155.85,-2.625,-218.125,-991.875,-189,1033.0128,31.977,89.5586,600
0.562,-2.65,-156.0375,-2.7,-256.125,-1007.75,-283.25,1077.6784,31.977,89.5586,600
0.563,-1.4625,-156.2125,-2.95,-211.375,-1015.25,-288,1076.2695,31.977,89.5586,600
0.564,-1.0125,-156.4375,-2.9125,-177.875,-1005.875,-231.25,1047.3302,31.977,89.5586,600
0.565,-1.5625,-156.675,-2.7,-134.75,-1012.875,-207.5,1042.6551,31.977,89.5586,600
0.566,-1.8375,-156.6875,-2.4625,-69.875,-1040.25,-239.125,1069.6651,31.9813,89.5663,600
0.567,-1.0375,-156.675,-2.1125,-66,-1040,-252.625,1072.2758,31.9813,89.5663,600
0.568,0.0375,-156.6375,-2.125,-8.125,-1038,-198,1056.7469,31.977,89.5586,600
0.569,0.25,-156.5375,-1.95,-1.5,-996.25,-124.875,1004.0469,31.977,89.5586,600
0.57,-0.4,-156.2625,-1.7375,17.25,-985.125,-92.875,989.6437,31.977,89.5586,600
0.571,-0.7625,-156,-1.525,1,-978.5,-99,983.4959,31.977,89.5586,600
0.572,-0.5125,-155.7,-1.525,-49.625,-958.25,-85.25,963.3137,31.9727,89.5509,600
0.573,-0.475,-155.4,-1.675,-78.125,-963.875,-45.25,968.0941,31.977,89.5586,600
0.574,-1.1375,-155.2,-1.825,-155.5,-948.125,-32.75,961.35,31.977,89.5586,600
0.575,-1.9625,-155.0375,-2.125,-184.375,-960.75,-76.75,981.2876,31.9727,89.5509,600
0.576,-2.1625,-155.1375,-2.325,-251.375,-979.875,-137.125,1020.8563,31.977,89.5586,600
0.577,-1.8125,-155.3625,-2.5625,-297,-973.25,-157.75,1029.7134,31.977,89.5586,600
0.578,-1.7875,-155.6875,-2.75,-301.625,-988.75,-153.375,1045.0493,31.9727,89.5509,600
0.579,-2.3125,-156.1,-2.85,-327.75,-985.875,-182.625,1054.8561,31.977,89.5586,600
0.58,-2.6,-156.5,-3,-273.75,-1012.875,-248.375,1078.2138,31.9813,89.5663,600
0.581,-2.0625,-156.9125,-2.9625,-228.375,-1033.875,-287.375,1097.1039,31.977,89.5586,600
0.582,-1.1375,-157.175,-2.9,-157.875,-1031.375,-247.25,1072.2833,31.9727,89.5509,600
0.583,-0.9125,-157.225,-2.725,-79.25,-1038.75,-184.5,1057.9803,31.9727,89.5509,600
0.584,-1.3125,-157.2875,-2.35,-65.125,-1026.875,-172.875,1043.3596,31.977,89.5586,600
0.585,-1.2125,-157.2125,-2.1875,7.625,-1041.875,-200.75,1061.0665,31.977,89.5586,600
0.586,-0.2625,-157.025,-1.9,10.375,-1027.25,-190,1044.7249,31.977,89.5586,600
0.587,0.45,-156.625,-1.9125,43.5,-999.375,-106.25,1005.9482,31.9813,89.5663,600
0.588,-0.025,-156.3875,-1.8625,35.875,-973.5,-30.125,974.6265,31.977,89.5586,600
0.589,-1.175,-156,-1.7125,-19.375,-957.75,-37.625,958.6846,31.977,89.5586,600
0.59,-1.6625,-155.6125,-1.775,-42.625,-979.625,-104.25,986.0781,31.977,89.5586,600
0.591,-1.1875,-155.4625,-1.8875,-130.5,-970.125,-136.875,988.3863,31.9813,89.5663,600
0.592,-0.925,-155.2625,-2.2625,-174.625,-957.875,-108.375,979.6752,31.977,89.5586,600
0.593,-1.6875,-155.2875,-2.4375,-248.875,-951.25,-107.125,989.086,31.977,89.5586,600
0.594,-2.6,-155.5,-2.55,-293.125,-967,-175.5,1025.5786,31.977,89.5586,600
0.595,-2.4625,-155.9,-2.675,-303.875,-1002.625,-258.5,1079.0826,31.977,89.5586,600
0.596,-1.5,-156.375,-2.8125,-315.25,-1002.625,-271.625,1085.5504,31.977,89.5586,600
0.597,-1.175,-156.725,-2.95,-243.5,-1006.125,-232.875,1061.0422,31.9727,89.5509,600
0.598,-1.65,-157.05,-2.75,-200.125,-1008.625,-216.75,1050.8829,31.977,89.5586,600
0.599,-1.7375,-157.1125,-2.5875,-99.25,-1019.75,-234.625,1051.0897,31.977,89.5586,600
0.6,-1.1125,-157.2625,-2.2125,-62.25,-1035.375,-243.875,1065.5287,31.977,89.5586,600
0.601,-0.2,-157.2125,-2.05,-16.375,-1029.375,-193.625,1047.5551,31.977,89.5586,600
0.602,-0.0125,-156.975,-1.875,11.875,-1010.375,-122.625,1017.8583,31.977,89.5586,600
0.603,-0.6875,-156.7125,-1.75,7.25,-1013.25,-95.5,1017.7664,31.977,89.5586,600
0.604,-0.875,-156.35,-1.85,36.875,-1010.625,-99.875,1016.2173,31.977,89.5586,600
0.605,-0.425,-156.075,-1.7875,-4.75,-999.625,-84.75,1003.2224,31.9684,89.5432,600
0.606,-0.275,-155.7875,-1.7875,-45.875,-982.625,-38.5,984.4484,31.977,89.5586,600
0.607,-0.975,-155.475,-1.8125,-105.25,-947.125,-21.25,953.1919,31.9813,89.5663,600
0.608,-1.9125,-155.275,-2,-153.25,-950,-65.125,964.4827,31.977,89.5586,600
0.609,-2.275,-155.2,-2.3,-192.875,-957.875,-137.5,986.7277,31.977,89.5586,600
0.61,-2,-155.2875,-2.5625,-255.625,-954.625,-171.125,1002.964,31.9855,89.574,600
0.611,-1.8125,-155.45,-2.85,-282.125,-963.75,-163.125,1017.3585,31.977,89.5586,600
0.612,-2.3375,-155.8625,-2.825,-333.625,-962,-178.625,1033.7584,31.977,89.5586,600
0.613,-2.75,-156.35,-2.8625,-296.875,-993,-247,1065.4543,31.977,89.5586,600
0.614,-2.3,-156.925,-2.7375,-258,-1026.25,-310.125,1102.6924,31.977,89.5586,600
0.615,-1.075,-157.275,-2.6625,-179.25,-1038.125,-290.5,1092.8057,31.977,89.5586,600
0.616,-0.3625,-157.5,-2.5375,-95,-1024.875,-207.25,1049.9268,31.977,89.5586,600
0.617,-0.875,-157.575,-2.1,-67.5,-1016.125,-163.25,1031.3665,31.977,89.5586,600
0.618,-1.325,-157.475,-1.875,2.625,-1036.75,-189.5,1053.9296,31.9813,89.5663,600
0.619,-0.7125,-157.35,-1.6875,18,-1039,-206.75,1059.5237,31.977,89.5586,600
0.62,0.3375,-157.0125,-1.7,37.25,-1037.75,-140.75,1047.9137,31.977,89.5586,600
0.621,0.5,-156.5375,-1.725,37.25,-1001.125,-35.25,1002.4377,31.977,89.5586,600
0.622,-0.6625,-156.0875,-1.65,-15.25,-984.625,-0.25,984.7431,31.977,89.5586,600
0.623,-1.55,-155.725,-1.7625,-52.25,-1001.125,-56.375,1004.0714,31.977,89.5586,600
0.624,-1.3,-155.4875,-1.925,-134.125,-983.25,-113.875,998.8682,31.977,89.5586,600
0.625,-0.725,-155.4125,-2.25,-181.25,-972,-102.375,994.0403,31.977,89.5586,600
0.626,-1.225,-155.475,-2.45,-257.375,-944.25,-77.5,981.7618,31.9727,89.5509,600
0.627,-2.4375,-155.5875,-2.725,-315.375,-940.25,-121.75,999.1769,31.977,89.5586,600
0.628,-2.8875,-155.9125,-2.8875,-339.375,-973.875,-225.625,1055.7057,31.977,89.5586,600
0.629,-2.1625,-156.55,-2.875,-370.5,-983.875,-291.25,1090.9202,31.977,89.5586,600
0.63,-1.2125,-157.0875,-2.975,-305.625,-998.5,-273.625,1079.4811,31.9813,89.5663,600
0.631,-1.2,-157.6875,-2.925,-258,-988.5,-222.125,1045.4835,31.9684,89.5432,600
0.632,-1.7375,-158,-2.8625,-155,-1004.25,-219.875,1039.6577,31.9813,89.5663,600
0.633,-1.6875,-158.0875,-2.5125,-69.5,-1027.5,-248.625,1059.4342,31.977,89.5586,600
0.634,-0.725,-157.975,-2.125,-12.375,-1025.625,-235.375,1052.3598,31.977,89.5586,600
0.635,-0.025,-157.775,-1.975,64.25,-1026.875,-163.125,1041.7342,31.977,89.5586,600
0.636,-0.25,-157.4,-1.8875,83.875,-1010.625,-95.625,1018.5981,31.977,89.5586,600
0.637,-0.925,-156.825,-1.85,91.875,-1018.125,-77.625,1025.2049,31.9813,89.5663,600
0.638,-0.9875,-156.2625,-1.775,68.875,-1024.875,-86.75,1030.8434,31.977,89.5586,600
0.639,-0.575,-155.875,-1.6875,4.5,-1005.125,-71.375,1007.6661,31.9727,89.5509,600
0.64,-0.6125,-155.5875,-1.825,-54.875,-991.625,-39.5,993.9274,31.977,89.5586,600
0.641,-1.375,-155.4125,-2,-143.25,-956.75,-47.625,968.5862,31.977,89.5586,600
0.642,-2.075,-155.2625,-2.35,-191.75,-954.875,-107.625,979.866,31.977,89.5586,600
0.643,-2.075,-155.3375,-2.5375,-241.75,-953.875,-169.5,998.5243,31.977,89.5586,600
0.644,-1.6875,-155.5375,-2.6375,-295.125,-939.5,-185,1001.99,31.977,89.5586,600
0.645,-1.9,-155.9,-2.7625,-311.375,-941.875,-187.5,1009.5737,31.9727,89.5509,600
0.646,-2.55,-156.3625,-2.7625,-321,-962.625,-229.5,1040.3644,31.977,89.5586,600
0.647,-2.4875,-156.7875,-2.775,-253.875,-1013,-292.5,1084.5173,31.977,89.5586,600
0.648,-1.425,-157.3625,-2.525,-207.5,-1029.875,-293,1090.6639,31.977,89.5586,600
0.649,-0.4875,-157.65,-2.325,-119.5,-1028.375,-222.125,1058.8555,31.977,89.5586,600
0.65,-0.6,-157.65,-1.9875,-50.875,-1024.125,-160.75,1037.9118,31.977,89.5586,600
0.651,-1.0375,-157.5125,-1.8,2.125,-1025.375,-159.5,1037.7084,31.9813,89.5663,600
0.652,-0.85,-157.275,-1.7375,45.25,-1038.75,-177.75,1054.8195,31.977,89.5586,600
0.653,-0.0375,-157,-1.625,49.375,-1030.125,-139,1040.6327,31.977,89.5586,600
0.654,0.2125,-156.4875,-1.6625,56.125,-1016.875,-50.25,1019.6616,31.977,89.5586,600
0.655,-0.6375,-155.9375,-1.6875,-13.75,-1006.75,-5.625,1006.8596,31.977,89.5586,600
0.656,-1.4,-155.4625,-1.9,-70,-1010,-39.25,1013.1834,31.977,89.5586,600
0.657,-1.3,-155.4375,-2.025,-157.875,-997.25,-91.125,1013.7731,31.977,89.5586,600
0.658,-0.9125,-155.5375,-2.2,-219.125,-976.375,-99.25,1005.5717,31.977,89.5586,600
0.659,-1.25,-155.6625,-2.45,-255.125,-949.125,-89.875,986.9167,31.9684,89.5432,600
0.66,-2.175,-155.8625,-2.7125,-306.125,-934.125,-119.625,990.2586,31.977,89.5586,600
0.661,-2.625,-156.175,-2.925,-327.5,-947,-190.125,1019.9082,31.9855,89.574,600
0.662,-2.375,-156.525,-2.9625,-338.75,-956.375,-252.875,1045.634,31.977,89.5586,600
0.663,-1.8375,-156.9125,-3.025,-293.625,-974.625,-264.25,1051.6357,31.977,89.5586,600
0.664,-1.625,-157.375,-2.925,-217.5,-992.125,-244.25,1044.6417,31.9727,89.5509,600
0.665,-1.625,-157.7375,-2.725,-126.375,-1012.625,-232,1046.52,31.977,89.5586,600
0.666,-1.425,-157.8125,-2.3625,-51.25,-1029.5,-231.875,1056.5334,31.977,89.5586,600
0.667,-0.9875,-157.75,-1.925,-5.5,-1034.25,-220.5,1057.5082,31.9727,89.5509,600
0.668,-0.4875,-157.55,-1.7375,56.25,-1029.125,-184.5,1047.0447,31.977,89.5586,600
0.669,-0.4,-157.325,-1.6375,76.375,-1015.75,-140.125,1028.2102,31.977,89.5586,600
0.67,-0.625,-156.8125,-1.7,74.5,-1017.25,-108.5,1025.729,31.977,89.5586,600
0.671,-0.6875,-156.225,-1.7625,37.375,-1011.625,-90.75,1016.3747,31.977,89.5586,600
0.672,-0.6375,-155.7625,-1.725,-31.625,-1015.75,-76.375,1019.1081,31.9813,89.5663,600
0.673,-0.65,-155.4375,-1.7625,-96.625,-1007.75,-61.625,1014.2456,31.977,89.5586,600
0.674,-1.05,-155.4875,-1.8875,-195.375,-976.5,-63.375,997.8677,31.977,89.5586,600
0.675,-1.575,-155.55,-2.225,-230.875,-977.875,-94.75,1009.2177,31.977,89.5586,600
0.676,-1.775,-155.6875,-2.4875,-277.5,-963.875,-138.5,1012.5431,31.9727,89.5509,600
0.677,-1.7,-155.8625,-2.6375,-295.625,-960.875,-163.375,1018.5118,31.977,89.5586,600
0.678,-1.775,-156.225,-2.8,-308.375,-956.625,-172.875,1019.859,31.977,89.5586,600
0.679,-2.1,-156.6,-2.9,-308.5,-953.875,-202.25,1022.7193,31.977,89.5586,600
0.68,-2.2375,-156.9125,-3.0125,-231.375,-996.25,-249.625,1052.7873,31.977,89.5586,600
0.681,-1.675,-157.275,-2.7875,-193,-1011.625,-269.625,1064.5806,31.977,89.5586,600
0.682,-0.8625,-157.375,-2.6,-96.25,-1026.875,-233.25,1057.4223,31.977,89.5586,600
0.683,-0.6875,-157.5625,-2.1625,-58.25,-1012.25,-181.125,1029.9754,31.977,89.5586,600
0.684,-1.075,-157.5375,-1.9,-7.25,-1006.5,-166.875,1020.2657,31.977,89.5586,600
0.685,-1.075,-157.3,-1.7875,51.625,-1029.875,-182.75,1047.2369,31.977,89.5586,600
0.686,-0.4125,-156.9375,-1.7625,56.5,-1020.875,-162,1035.1918,31.9727,89.5509,600
0.687,0.1,-156.4,-1.9,70.875,-1016.125,-84.375,1022.0824,31.977,89.5586,600
0.688,-0.4625,-155.9125,-1.8625,-1.375,-993.5,-28.375,993.9061,31.977,89.5586,600
0.689,-1.3375,-155.5125,-1.925,-55.25,-1002.125,-39.625,1004.4288,31.9684,89.5432,600
0.69,-1.5,-155.3875,-1.9375,-134.125,-1006.75,-89.5,1019.581,31.9684,89.5432,600
0.691,-1.1125,-155.5125,-2.1375,-210.375,-983.875,-104,1011.476,31.977,89.5586,600
0.692,-1.15,-155.625,-2.5125,-224.125,-970.25,-89.5,999.8136,31.9727,89.5509,600
0.693,-1.9875,-155.725,-2.65,-280.125,-946.125,-104,992.1888,31.977,89.5586,600
0.694,-2.5875,-155.7625,-2.85,-284.125,-958.25,-161.75,1012.4886,31.9813,89.5663,600
0.695,-2.425,-156.175,-2.8125,-310.875,-961.875,-220.75,1034.6871,31.9855,89.574,600
0.696,-2.0125,-156.6,-2.9375,-277.5,-977,-250.75,1046.1409,31.9855,89.574,600
0.697,-1.675,-157.0375,-3.0125,-193.125,-1006.125,-247.5,1053.9644,31.9813,89.5663,600
0.698,-1.475,-157.3,-2.7125,-141.125,-1009.625,-234,1045.9517,31.9727,89.5509,600
0.699,-1.3,-157.2875,-2.3625,-62.375,-1023.875,-223.5,1049.8395,31.9684,89.5432,600
0.7,-1.05,-157.3,-1.975,-21.5,-1023,-221.75,1046.9787,31.977,89.5586,600
0.701,-0.6125,-157.225,-1.8375,19.875,-1016,-204.625,1036.5917,31.9684,89.5432,600
0.702,-0.2875,-156.9625,-1.7875,49.875,-1020.125,-166.5,1034.826,31.977,89.5586,600
0.703,-0.2625,-156.5625,-1.6625,31.125,-1005.125,-119.5,1012.6822,31.9727,89.5509,600
0.704,-0.4125,-156.1,-1.675,16,-1003,-83.125,1006.5658,31.9813,89.5663,600
0.705,-0.6875,-155.7875,-1.625,-69.5,-1008.125,-74.5,1013.2603,31.977,89.5586,600
0.706,-0.7,-155.6125,-1.7875,-127.75,-1002.5,-72.25,1013.1862,31.9813,89.5663,600
0.707,-0.8125,-155.675,-2,-182.875,-991.75,-61,1010.313,31.977,89.5586,600
0.708,-1.2,-155.7875,-2.1875,-251,-968.25,-61.875,1002.1664,31.977,89.5586,600
0.709,-1.7,-155.7875,-2.4875,-238.75,-962.625,-93,996.1413,31.977,89.5586,600
0.71,-2.1,-156,-2.5375,-281.625,-961.375,-142,1011.7898,31.977,89.5586,600
0.711,-2,-156.175,-2.775,-277.125,-963.125,-165.125,1015.7137,31.9855,89.574,600
0.712,-2.05,-156.4875,-2.8625,-276.625,-961,-181.25,1016.3139,31.977,89.5586,600
0.713,-2.275,-156.9125,-2.925,-245.875,-977,-211,1029.3224,31.977,89.5586,600
0.714,-2.15,-157.2375,-2.9125,-167.625,-1014.5,-251.75,1058.6248,31.977,89.5586,600
0.715,-1.425,-157.45,-2.575,-128.75,-1026.75,-255.75,1065.9269,31.9727,89.5509,600
0.716,-0.725,-157.4375,-2.275,-59.625,-1025.375,-214.75,1049.3172,31.977,89.5586,600
0.717,-0.9,-157.4375,-1.925,-35.375,-1014.875,-185.625,1032.3174,31.977,89.5586,600
0.718,-1.1125,-157.2125,-1.9,31.25,-1024,-190.75,1042.0835,31.977,89.5586,600
0.719,-0.7,-156.925,-1.85,53.375,-1028,-188.5,1046.5014,31.977,89.5586,600
0.72,-0.075,-156.475,-1.8625,43,-1024.375,-136.125,1034.2742,31.977,89.5586,600
0.721,-0.125,-155.975,-1.8625,19.5,-1008.375,-63.5,1010.5606,31.9813,89.5663,600
0.722,-0.8875,-155.6125,-1.8125,-64.75,-1002.25,-39.25,1005.1061,31.977,89.5586,600
0.723,-1.325,-155.375,-2.05,-118.375,-1000,-68.125,1009.2837,31.977,89.5586,600
0.724,-1.1875,-155.4,-2.225,-189.375,-981,-97.875,1003.8941,31.9813,89.5663,600
0.725,-1.0375,-155.55,-2.425,-235.875,-962,-93.125,994.8634,31.977,89.5586,600
0.726,-1.4625,-155.7,-2.55,-246,-951.375,-91.5,986.9157,31.9813,89.5663,600
0.727,-2.2125,-155.95,-2.5875,-277.875,-943.125,-129.75,991.733,31.977,89.5586,600
0.728,-2.4,-156.125,-2.8,-252.5,-962.375,-192,1013.3044,31.977,89.5586,600
0.729,-2.05,-156.475,-2.8125,-261.125,-970.75,-235.125,1032.3883,31.977,89.5586,600
0.73,-1.55,-156.7125,-2.8625,-195.375,-986.25,-232.875,1032.0326,31.9813,89.5663,600
0.731,-1.4875,-157,-2.6125,-151,-998.125,-222.5,1033.7121,31.977,89.5586,600
0.732,-1.5,-157.125,-2.2875,-96.375,-1016.25,-228.375,1046.0437,31.9813,89.5663,600
0.733,-1.15,-157.2,-1.95,-38.875,-1023.5,-231.875,1050.1569,31.977,89.5586,600
0.734,-0.725,-157.2,-1.7375,-14.75,-1026.875,-212.5,1048.7355,31.977,89.5586,600
0.735,-0.3625,-156.8875,-1.7875,46.75,-1028.5,-166.625,1042.9582,31.9727,89.5509,600
0.736,-0.35,-156.4875,-1.7125,45,-1013.5,-117.125,1021.2372,31.9813,89.5663,600
0.737,-0.525,-156.0625,-1.7875,34,-1029.625,-89.125,1034.0343,31.977,89.5586,600
0.738,-0.6375,-155.625,-1.8125,-28.25,-1027.875,-76.25,1031.0864,31.9727,89.5509,600
0.739,-0.575,-155.35,-1.9125,-102.75,-1020.25,-55.375,1026.9051,31.977,89.5586,600
0.74,-0.775,-155.275,-2.0375,-180.875,-1002.875,-37.875,1019.7591,31.977,89.5586,600
0.741,-1.25,-155.4125,-2.175,-247.75,-964.25,-50.75,996.8619,31.977,89.5586,600
0.742,-1.7875,-155.55,-2.4625,-261,-962.375,-95.875,1001.7378,31.977,89.5586,600
0.743,-2.025,-155.775,-2.675,-284.875,-952.625,-141.125,1004.2731,31.977,89.5586,600
0.744,-1.8875,-156.0125,-2.925,-287.625,-942.75,-160.125,998.5718,31.9813,89.5663,600
0.745,-2.075,-156.425,-2.9375,-287.125,-947.5,-182,1006.6385,31.9727,89.5509,600
0.746,-2.375,-156.8,-2.9125,-255.125,-964.375,-226.625,1022.9696,31.977,89.5586,600
0.747,-2.0875,-157.1125,-2.8375,-180.125,-993.125,-268.875,1044.5267,31.977,89.5586,600
0.748,-1.4625,-157.35,-2.5625,-131.25,-1009,-265.875,1051.664,31.9727,89.5509,600
0.749,-0.9375,-157.3875,-2.2625,-48.375,-1016.375,-227.75,1042.7024,31.977,89.5586,600
0.75,-0.9125,-157.375,-1.8875,-7,-1014.5,-196.875,1033.4501,31.9727,89.5509,600
0.751,-1.025,-157.1375,-1.6875,35.625,-1031.375,-195.75,1050.3912,31.9727,89.5509,600
0.752,-0.725,-156.7,-1.6375,68.875,-1040.375,-187.75,1059.4215,31.977,89.5586,600
0.753,-0.15,-156.2625,-1.6,64.25,-1028.25,-136.5,1039.2586,31.977,89.5586,600
0.754,-0.125,-155.7125,-1.6875,54.375,-1034.75,-67.75,1038.3902,31.977,89.5586,600
0.755,-0.65,-155.275,-1.7125,-27.625,-1026.25,-37.875,1027.3202,31.977,89.5586,600
0.756,-0.9125,-154.975,-1.95,-94.5,-1022.875,-41.625,1028.074,31.977,89.5586,600
0.757,-0.9,-154.9625,-2.125,-194.625,-997.75,-55.25,1018.0553,31.9727,89.5509,600
0.758,-1.0375,-155.075,-2.325,-266.125,-962.25,-67.875,1000.6771,31.977,89.5586,600
0.759,-1.6125,-155.275,-2.5375,-280.375,-951.75,-98,997.0167,31.977,89.5586,600
0.76,-2.075,-155.6375,-2.6,-329.25,-934.875,-143.375,1001.4755,31.9727,89.5509,600
0.761,-2.1,-155.975,-2.7875,-298.875,-933.125,-181.5,996.4892,31.977,89.5586,600
0.762,-2.025,-156.425,-2.825,-322.375,-933.25,-207,1008.8262,31.9727,89.5509,600
0.763,-2.05,-156.8375,-2.9375,-262.25,-956.5,-226.75,1017.3902,31.977,89.5586,600
0.764,-1.9375,-157.275,-2.75,-190.75,-992.25,-243.375,1039.3156,31.977,89.5586,600
0.765,-1.525,-157.45,-2.3625,-115.75,-1013.5,-244.625,1049.0099,31.977,89.5586,600
0.766,-1.1125,-157.5,-2.0375,-33,-1026.75,-222.375,1051.0734,31.9813,89.5663,600
0.767,-0.9625,-157.425,-1.8125,5.5,-1036.375,-202.125,1055.9157,31.977,89.5586,600
0.768,-0.8125,-157.175,-1.775,50.125,-1036.25,-180,1052.9609,31.977,89.5586,600
0.769,-0.625,-156.7875,-1.7375,56.125,-1042.25,-151.375,1054.6798,31.977,89.5586,600
0.77,-0.425,-156.3625,-1.7625,36.25,-1039.5,-109.875,1045.9191,31.977,89.5586,600
0.771,-0.425,-155.8375,-1.8125,29.125,-1040.125,-68.125,1042.7604,31.977,89.5586,600
0.772,-0.6375,-155.4625,-1.85,-55.875,-1037.75,-39.75,1040.013,31.977,89.5586,600
0.773,-0.675,-155.1875,-2.1,-118.875,-1011.25,-20.625,1018.4219,31.9727,89.5509,600
0.774,-1.025,-155.2125,-2.2625,-225.25,-977.25,-28.375,1003.2748,31.9727,89.5509,600
0.775,-1.6125,-155.3,-2.5875,-257.25,-957.25,-68.625,993.5867,31.977,89.5586,600
0.776,-2,-155.4375,-2.85,-273.375,-942.875,-127.125,989.903,31.977,89.5586,600
0.777,-2,-155.775,-2.875,-315.625,-927.25,-165.875,993.4416,31.977,89.5586,600
0.778,-2.025,-156.2,-2.925,-296.5,-927.5,-187.875,991.6983,31.977,89.5586,600
0.779,-2.3125,-156.75,-2.7625,-309.875,-931.25,-222.875,1006.4404,31.9727,89.5509,600
0.78,-2.1125,-157.1125,-2.8,-231.875,-965.75,-264.125,1027.7164,31.977,89.5586,600
0.781,-1.6625,-157.625,-2.5875,-190.625,-987.875,-287,1046.2332,31.9727,89.5509,600
0.782,-1.1625,-157.8875,-2.35,-96.5,-1005.125,-261.5,1043.0584,31.977,89.5586,600
0.783,-0.8875,-157.8625,-1.9375,-14.75,-1015,-219.75,1038.6205,31.977,89.5586,600
0.784,-1.05,-157.6125,-1.5875,27.625,-1036.25,-204.25,1056.5488,31.9813,89.5663,600
0.785,-0.825,-157.2375,-1.575,81.875,-1052,-192.125,1072.5295,31.9727,89.5509,600
0.786,-0.2125,-156.7875,-1.625,72,-1048.25,-148.125,1061.1094,31.977,89.5586,600
0.787,0.05,-156.2,-1.8,75,-1057.25,-74.5,1062.5219,31.9813,89.5663,600
0.788,-0.3125,-155.6375,-1.8375,27.375,-1044.25,-21,1044.8198,31.9727,89.5509,600
0.789,-0.8625,-155.1,-1.8875,-66.125,-1036.875,-11.375,1039.0436,31.977,89.5586,600
0.79,-1.0375,-154.7625,-2.0875,-149.625,-1018.875,-28.25,1030.1903,31.977,89.5586,600
0.791,-1.0375,-154.8625,-2.3,-261.25,-972.625,-47,1008.1964,31.977,89.5586,600
0.792,-1.45,-155.2125,-2.6125,-302.875,-949,-71.125,998.6957,31.9727,89.5509,600
0.793,-2.0625,-155.7375,-2.75,-352,-924.125,-121.5,996.3299,31.9727,89.5509,600
0.794,-2.3375,-156.175,-2.9375,-354,-915.25,-180.125,997.7192,31.9727,89.5509,600
0.795,-2.15,-156.6375,-2.9375,-332.875,-928.25,-225.375,1011.5571,31.9727,89.5509,600
0.796,-1.975,-157.25,-2.8125,-314.125,-935.5,-244.625,1016.6987,31.9727,89.5509,600
0.797,-1.85,-157.7875,-2.7875,-208.875,-968.75,-249.875,1022.0288,31.977,89.5586,600
0.798,-1.8,-158.2,-2.45,-161.125,-987,-253,1031.5713,31.977,89.5586,600
0.799,-1.4625,-158.2,-2.1625,-53.75,-1015.75,-252.875,1048.1331,31.9684,89.5432,600
0.8,-1.0375,-158.1,-1.825,14.5,-1037.125,-234,1063.2942,31.977,89.5586,600
0.801,-0.6375,-157.825,-1.6125,71.75,-1051.625,-194.625,1071.8872,31.977,89.5586,600
0.802,-0.375,-157.3625,-1.575,118.625,-1057,-139.375,1072.7284,31.977,89.5586,600
0.803,-0.475,-156.7875,-1.55,84.75,-1046.375,-94.875,1054.0799,31.977,89.5586,600
0.804,-0.7125,-156.0125,-1.8125,72.25,-1062.625,-66.75,1067.168,31.977,89.5586,600
0.805,-0.675,-155.4375,-1.925,-2.75,-1053.25,-41.25,1054.061,31.977,89.5586,600
0.806,-0.5875,-155.0875,-2.0875,-83.5,-1039.125,-9.375,1042.5166,31.9813,89.5663,600
0.807,-0.8,-155,-2.1875,-177.875,-1008.25,-2.375,1023.8228,31.9727,89.5509,600
0.808,-1.35,-155.1625,-2.375,-275.25,-959.875,-43.875,999.5237,31.977,89.5586,600
0.809,-1.7875,-155.3875,-2.75,-289,-947.375,-109.375,996.4955,31.977,89.5586,600
0.81,-1.825,-155.85,-2.8875,-337.375,-912,-155.125,984.6977,31.977,89.5586,600
0.811,-1.8,-156.275,-3.0125,-315.25,-901.25,-171.125,970.0092,31.977,89.5586,600
0.812,-2.2375,-156.7625,-2.8375,-317.75,-906.75,-202.375,981.8942,31.977,89.5586,600
0.813,-2.55,-157.2375,-2.7625,-270,-932.125,-259,1004.4093,31.977,89.5586,600
0.814,-2.1,-157.7375,-2.5875,-200.625,-976.625,-297,1040.3152,31.9813,89.5663,600
0.815,-1.35,-158.125,-2.3125,-135.875,-992.375,-276.375,1039.0637,31.977,89.5586,600
